Unnamed: 0,Symbol,Name,Company is Active,Company Founded Date,Country of Primary Listing Iso3,CUSIP,Date Of First Trade,Entity Country HQ,Entity Credit Parent,NACE,Exchange Name (FS),FE Ticker,ISIN,Primary Equity Listing,Proper Name,Public Company,Region Ticker,Sec is Primary Issue,Sec Type,SEDOL,NACE_letter,Report,NACE_lvl_3
1967,US50127T1097,"Kura Oncology, Inc.",1,2014.0,USA,50127T109,20150916.0,USA,00GKS0-E,21.1,NASDAQ,KURA-US,US50127T1097,50127T10,"Kura Oncology, Inc.",1.0,KURA-US,1,SHARE,BYZD465,C,"Kura Oncology, Inc.1.pdf",21.1
1970,CA86102Q1081,Stock Trend Capital Inc.,1,1965.0,CAN,86102Q108,19960301.0,CAN,0KR5P9-E,21.1,CNQ,@NA,CA86102Q1081,BQKRMR,Stock Trend Capital Inc.,1.0,PUMP-CA,1,SHARE,BQKRMR3,C,Stock Trend Capital Inc.2.pdf,21.1
1982,TW0004142005,Adimmune Corporation,1,1965.0,TWN,Y0013X105,20100929.0,TWN,06Q04T-E,21.2,TAIWAN,4142-TW,TW0004142005,B3ML0F,Adimmune Corporation,1.0,4142-TW,1,SHARE,B3ML0F6,C,Adimmune Corporation1.pdf,21.2
1985,US50015M1099,"Kodiak Sciences, Inc.",1,2009.0,USA,50015M109,20181004.0,USA,0JJRNG-E,21.1,NASDAQ,KOD-US,US50015M1099,50015M10,"Kodiak Sciences, Inc.",1.0,KOD-US,1,SHARE,BFXC933,C,"Kodiak Sciences, Inc.1.pdf",21.1
1986,TW0008432006,TSH Biopharm Corp. Ltd.,1,2010.0,TWN,Y8975W106,20110616.0,TWN,@NA,21.2,TAIPEI,8432-TW,TW0008432006,B597YM,TSH Biopharm Corp. Ltd.,1.0,8432-TW,1,SHARE,B597YM6,C,TSH Biopharm Corp. Ltd.1.pdf,21.2
1991,JP3833400009,"Precision System Science Co.,Ltd",1,1985.0,JPN,J6397V109,20220727.0,JPN,05J49X-E,21.2,US OTC,@NA,JP3833400009,631824,"Precision System Science Co.,Ltd",1.0,PCNEF-US,0,SHARE,BMVHNY8,C,"Precision System Science Co.,Ltd1.pdf",21.2
2001,TW0004743000,"Oneness Biotech Co., Ltd.",1,2008.0,TWN,Y6425E106,20090622.0,TWN,@NA,21.2,TAIPEI,4743-TW,TW0004743000,B606XG,"Oneness Biotech Co., Ltd.",1.0,4743-TW,1,SHARE,B606XG6,C,"Oneness Biotech Co., Ltd.3.pdf",21.2
2002,US09075F1075,"Bionano Genomics, Inc.",1,2003.0,USA,09075F107,20180921.0,USA,06WDG4-E,21.1,NASDAQ,BNGO-US,US09075F1075,09075F10,"Bionano Genomics, Inc.",1.0,BNGO-US,1,SHARE,BFY8K60,C,"Bionano Genomics, Inc.1.pdf",21.1
2152,KYG5352A1031,Lai Si Enterprise Holding Ltd.,1,2016.0,HKG,G5352A103,20170210.0,MAC,0GHP0M-E,41.1,HONG KONG,@NA,KYG5352A1031,BD1MJX,Lai Si Enterprise Holding Ltd.,1.0,2266-HK,1,SHARE,BD1MJX1,F,Lai Si Enterprise Holding Ltd.1.pdf,41.1
2153,FDS0EIVW,"Jujiang Construction Group Co., Ltd.",1,1965.0,HKG,FDS0EIVW8,,CHN,0FS1Q7-E,41.1,@NA,@NA,@NA,BYV50T,"Jujiang Construction Group Co., Ltd.",1.0,@NA,0,SHARE,@NA,F,"Jujiang Construction Group Co., Ltd.1.pdf",41.1
2154,VN000000DLR9,Dalat Real Estate JSC,0,1992.0,VNM,Y19652109,20100520.0,VNM,09RV0R-E,42.99,HANOI,@NA,VN000000DLR9,B3R2JR,Dalat Real Estate JSC,1.0,DLR-VN,1,SHARE,B3R2JR9,F,Dalat Real Estate JSC2.pdf,42.9
2156,HK0257001336,China Everbright Environment Group Limited,0,1961.0,HKG,Y14226107,,HKG,05J34H-E,42.22,MEXICO,@NA,HK0257001336,663094,China Everbright Environment Group Limited,1.0,257N-MX,0,SHARE,BJRF516,F,China Everbright Environment Group Limited1.pdf,42.2
2157,TH3443010006,Sriracha Construction Public Co. Ltd.,1,1980.0,THA,Y7866U104,20120702.0,THA,@NA,42.99,THAILAND,SRICHA-TH,TH3443010006,B7H46C,Sriracha Construction Public Co. Ltd.,1.0,SRICHA-TH,1,SHARE,B7H46C7,F,Sriracha Construction Public Co. Ltd.1.pdf,42.9
2158,AU000000JLG8,Johns Lyng Group Ltd,1,1953.0,AUS,Q5081S101,20171026.0,AUS,@NA,41.1,ASX,JLG-AU,AU000000JLG8,BYPHBX,Johns Lyng Group Ltd,1.0,JLG-AU,1,SHARE,BYPHBX3,F,Johns Lyng Group Ltd1.pdf,41.1
2159,INE243D01012,BF Utilities Ltd.,1,2000.0,IND,Y08804125,20011231.0,IND,0064NG-E,42.11,BSE INDIA,532430-IN,INE243D01012,B03JNJ,BF Utilities Ltd.,1.0,532430-IN,1,SHARE,B03JNJ3,F,BF Utilities Ltd.3.pdf,42.1
2161,NL0000113652,Kardan N.V.,1,2003.0,ISR,N4784C102,20031028.0,NLD,05W811-E,42.22,TEL AVIV,KRNV.M-IL,NL0000113652,669714,Kardan N.V.,1.0,KRNV.M-IL,1,SHARE,6697149,F,Kardan N.V.1.pdf,42.2
2162,SG2F06984247,Sysma Holdings Ltd.,1,1986.0,SGP,Y831AF106,20120803.0,SGP,0CPJV2-E,41.2,SINGAPORE,@NA,SG2F06984247,B8Q8VR,Sysma Holdings Ltd.,1.0,5UO-SG,1,SHARE,B8Q8VR7,F,Sysma Holdings Ltd.2.pdf,41.2
2164,MYL5263OO008,Sunway Construction Group Bhd.,1,2014.0,MYS,Y83096100,20150728.0,MYS,0DZ74X-E,41.2,MALAYSIA,5263-MY,MYL5263OO008,BX909K,Sunway Construction Group Bhd.,1.0,5263-MY,1,SHARE,BX909K4,F,Sunway Construction Group Bhd.1.pdf,41.2
2165,EE3100039496,Nordecon AS,0,1989.0,EST,X5876S102,20171214.0,EST,06GXFL-E,41.2,LONDON,@NA,EE3100039496,B15CLP,Nordecon AS,1.0,0NZ8-GB,0,SHARE,B28GWP2,F,Nordecon AS1.pdf,41.2
2166,KYG183221004,Canvest Environmental Protection Group Co. Ltd.,0,2014.0,HKG,G18322100,,HKG,0DY262-E,42.22,BERNE,@NA,KYG183221004,BTLWVY,Canvest Environmental Protection Group Co. Ltd.,1.0,@NA,0,SHARE,BMF1V97,F,Canvest Environmental Protection Group Co. Ltd.1.pdf,42.2
2167,TW0005515001,"Chien Kuo Construction Co., Ltd",1,1931.0,TWN,Y13671105,19990903.0,TWN,05WWM3-E,41.1,TAIWAN,5515-TW,TW0005515001,614275,"Chien Kuo Construction Co., Ltd",1.0,5515-TW,1,SHARE,6142757,F,"Chien Kuo Construction Co., Ltd3.pdf",41.1
2168,FDS16KXN,Eltel AB,1,2007.0,SWE,FDS16KXN8,,SWE,0F9PKS-E,42.22,@NA,@NA,@NA,BVRZ9V,Eltel AB,1.0,@NA,0,SHARE,@NA,F,Eltel AB1.pdf,42.2
2171,KYG216771363,China State Construction International Holdings Limited,0,2004.0,HKG,G21677136,,HKG,064T8Z-E,42.11,BERNE,@NA,KYG216771363,B0BM5T,China State Construction International Holdings Limited,1.0,C4S1-CH,0,SHARE,BL63G45,F,China State Construction International Holdings Limited1.pdf,42.1
2172,AU000000LLC3,Lendlease Group,0,1958.0,AUS,Q55368114,,AUS,089VZ3-E,41.1,BERNE,@NA,AU000000LLC3,651200,Lendlease Group,1.0,LLC-CH,0,SHARE,BHZLLF8,F,Lendlease Group1.pdf,41.1
2173,KYG937641358,Green Economy Development Limited,1,2011.0,HKG,G93764135,,HKG,0C9CY7-E,41.2,US OTC,@NA,KYG937641358,BM9Z6Q,Green Economy Development Limited,1.0,VSFFF-US,0,SHARE,BNM0D65,F,Green Economy Development Limited1.pdf,41.2
2174,NO0010368228,On & Offshore Services AS,0,2003.0,NOR,R67093105,20070529.0,NOR,@NA,42.99,NORWEGIAN OTC MARKET,@NA,NO0010368228,B1Y4PF,On & Offshore Services AS,1.0,ONOF-NO,1,SHARE,B1Y4PF4,F,On & Offshore Services AS1.pdf,42.9
2177,SE0016798417,Netel Holding AB,1,2021.0,SWE,W5709Z118,20220107.0,SWE,@NA,42.22,LONDON,@NA,SE0016798417,BN4N2L,Netel Holding AB,1.0,0AAB-GB,0,SHARE,BMG9CT7,F,Netel Holding AB1.pdf,42.2
2178,INE962Y01021,IRCON International Ltd.,1,1976.0,IND,Y39397131,20180928.0,IND,08XPPD-E,42.11,BSE INDIA,541956-IN,INE962Y01021,BM7SZX,IRCON International Ltd.,1.0,541956-IN,1,SHARE,BM7SZX8,F,IRCON International Ltd.3.pdf,42.1
2179,GB0000904986,Bellway p.l.c.,1,1978.0,GBR,G09744155,20071003.0,GBR,05HXSC-E,41.2,FRANKFURT,@NA,GB0000904986,009049,Bellway p.l.c.,1.0,41B-DE,0,SHARE,B287JM1,F,Bellway p.l.c.1.pdf,41.2
2181,BE0003764785,Ackermans & van Haaren NV,0,1876.0,BEL,B01165156,,BEL,05HXKZ-E,42.99,BERNE,@NA,BE0003764785,571577,Ackermans & van Haaren NV,1.0,B3K-CH,0,SHARE,BHZL7C7,F,Ackermans & van Haaren NV1.pdf,42.9
2183,MYL5297OO006,Tuju Setia Bhd.,1,2005.0,MYS,Y9000J102,20210519.0,MYS,0NRTZS-E,41.1,MALAYSIA,5297-MY,MYL5297OO006,BNG0HC,Tuju Setia Bhd.,1.0,5297-MY,1,SHARE,BNG0HC5,F,Tuju Setia Bhd.1.pdf,41.1
2184,FDS0M2RN,PT Adhi Karya (Persero) Tbk,1,1960.0,IDN,FDS0M2RN9,,IDN,061131-E,42.11,@NA,@NA,@NA,B00D9M,PT Adhi Karya (Persero) Tbk,1.0,@NA,0,SHARE,@NA,F,PT Adhi Karya (Persero) Tbk1.pdf,42.1
2185,BMG668971101,NWS Holdings Limited,1,1996.0,HKG,G66897110,20141117.0,HKG,05J32R-E,41.1,HONG KONG CONNECT  - SHANGHAI,659-HSC,BMG668971101,656835,NWS Holdings Limited,1.0,@NA,0,SHARE,BP3RWQ2,F,NWS Holdings Limited1.pdf,41.1
2186,ID1000168909,PT Arkora Hydro Tbk,1,2010.0,IDN,Y0S1Q3106,20220708.0,IDN,0LFZ4N-E,42.99,INDONESIA,@NA,ID1000168909,BMZ42F,PT Arkora Hydro Tbk,1.0,ARKO-ID,1,SHARE,BMZ42F9,F,PT Arkora Hydro Tbk2.pdf,42.9
2187,FDSFCBC8,"Baoye Group Co., Ltd.",1,1974.0,HKG,FDSFCBC86,,CHN,05R5KS-E,41.2,@NA,@NA,@NA,664966,"Baoye Group Co., Ltd.",1.0,@NA,0,SHARE,@NA,F,"Baoye Group Co., Ltd.1.pdf",41.2
2188,KYG3962W1024,Golden Ponder Holdings Limited,1,2017.0,HKG,G3962W102,20180822.0,HKG,@NA,41.2,HONG KONG,@NA,KYG3962W1024,BGGJJ2,Golden Ponder Holdings Limited,1.0,1783-HK,1,SHARE,BGGJJ27,F,Golden Ponder Holdings Limited1.pdf,41.2
2190,US96951A1043,Williams Industrial Services Group Inc.,1,1958.0,USA,96951A104,20010518.0,USA,0036BR-E,42.22,NYSE AMERICAN,WLMS-US,US96951A1043,96951A10,Williams Industrial Services Group Inc.,1.0,WLMS-US,1,SHARE,BG7PR53,F,Williams Industrial Services Group Inc.2.pdf,42.2
2192,GB0001859296,Vistry Group PLC,1,1935.0,GBR,G9424B107,20040303.0,GBR,05HYW2-E,41.2,US OTC,@NA,GB0001859296,018592,Vistry Group PLC,1.0,BVHMF-US,0,SHARE,B02S6X6,F,Vistry Group PLC1.pdf,41.2
2193,SG2E68980290,Civmec Ltd.,1,2009.0,SGP,Y16376108,20120413.0,AUS,0CHG23-E,42.99,SINGAPORE,P9D-SG,SG2E68980290,B75ZM2,Civmec Ltd.,1.0,P9D-SG,1,SHARE,B75ZM24,F,Civmec Ltd.1.pdf,42.9
2194,QA000BD0VCK4,Mekdam Holding Group Company,1,2018.0,QAT,M6872C101,20210809.0,QAT,@NA,41.1,DOHA,@NA,QA000BD0VCK4,BNQMSD,Mekdam Holding Group Company,1.0,MKDM-QA,1,SHARE,BNQMSD9,F,Mekdam Holding Group Company1.pdf,41.1
2195,INE469F01026,KCL Infra Projects Ltd,1,1995.0,IND,Y4481M112,20050120.0,IND,09P4B4-E,41.2,BSE INDIA,@NA,INE469F01026,B031LP,KCL Infra Projects Ltd,1.0,531784-IN,1,SHARE,B031LP1,F,KCL Infra Projects Ltd1.pdf,41.2
2197,ID1000141104,PT Wijaya Karya Bangunan Gedung Tbk,1,2008.0,IDN,Y937J0105,20171130.0,IDN,0HC5GB-E,41.1,INDONESIA,WEGE-ID,ID1000141104,BF2S51,PT Wijaya Karya Bangunan Gedung Tbk,1.0,WEGE-ID,1,SHARE,BF2S512,F,PT Wijaya Karya Bangunan Gedung Tbk1.pdf,41.1
2198,US8894781033,"Toll Brothers, Inc.",1,1967.0,USA,889478103,20180129.0,USA,000XS9-E,41.2,LONDON,@NA,US8894781033,88947810,"Toll Brothers, Inc.",1.0,0LFS-GB,0,SHARE,BD6TJS2,F,"Toll Brothers, Inc.1.pdf",41.2
2199,US9038581081,Ultimate Lifestyle Corporation,0,1998.0,USA,903858108,19980610.0,USA,@NA,41.2,US OTC,UMLS-US,US9038581081,90385810,Ultimate Lifestyle Corporation,1.0,UMLS-US,1,SHARE,2249748,F,Ultimate Lifestyle Corporation2.pdf,41.2
2200,PLEDINV00014,ED invest S.A.,0,2003.0,POL,X19456114,20171214.0,POL,@NA,41.2,LONDON,@NA,PLEDINV00014,B532QF,ED invest S.A.,1.0,0Q3R-GB,0,SHARE,B5N57F0,F,ED invest S.A.1.pdf,41.2
2201,KH1000140009,Pestech (Cambodia) Plc,1,2010.0,@NA,FDS215WX3,,KHM,@NA,42.22,@NA,@NA,KH1000140009,FDS215WX,Pestech (Cambodia) Plc,1.0,PEPC-KH,1,SHARE,@NA,F,Pestech (Cambodia) Plc1.pdf,42.2
2203,DE0005909006,Bilfinger SE,1,1880.0,DEU,D11648108,19850102.0,DEU,05HQLJ-E,41.2,XETRA,GBF-DE,DE0005909006,511738,Bilfinger SE,1.0,GBF-DE,1,SHARE,5117381,F,Bilfinger SE1.pdf,41.2
2204,GB00BCDPBX55,Etalon Group Plc,1,1987.0,CYP,M4063J100,,CYP,00D3F6-E,41.2,UNITED KINGDOM UNLISTED,@NA,GB00BCDPBX55,B5TWX8,Etalon Group Plc,1.0,@NA,1,SHARE,BCDPBX5,F,Etalon Group Plc1.pdf,41.2
2205,KYG428581030,Hanison Construction Holdings Limited,1,2001.0,HKG,G42858103,,HKG,05VGC7-E,41.1,US OTC,@NA,KYG428581030,643344,Hanison Construction Holdings Limited,1.0,HACOF-US,0,SHARE,B0376L0,F,Hanison Construction Holdings Limited1.pdf,41.1
2206,GB0000811801,Barratt Developments PLC,0,1958.0,GBR,G08288105,,GBR,05HWZ1-E,41.2,BERNE,@NA,GB0000811801,008118,Barratt Developments PLC,1.0,3BA-CH,0,SHARE,BKT1Z86,F,Barratt Developments PLC1.pdf,41.2
2207,IT0005495657,Saipem S.p.A.,1,1957.0,ITA,T82000257,19850116.0,ITA,05HWJ4-E,42.22,MILAN,SPM-IT,IT0005495657,BMY36H,Saipem S.p.A.,1.0,SPM-IT,1,SHARE,BMY36H7,F,Saipem S.p.A.1.pdf,42.2
2208,NL0009269109,Heijmans NV,1,1923.0,NLD,N3928R264,19930921.0,NLD,05HZCR-E,41.1,EURONEXT AMSTERDAM,HEIJM-NL,NL0009269109,507503,Heijmans NV,1.0,HEIJM-NL,1,SHARE,5075036,F,Heijmans NV1.pdf,41.1
2209,CA09076P1045,Bird Construction Inc.,1,1920.0,CAN,09076P104,20060227.0,CAN,00CZ0Z-E,41.2,TORONTO,BDT-CA,CA09076P1045,B6621M,Bird Construction Inc.,1.0,BDT-CA,1,SHARE,B6621M0,F,Bird Construction Inc.1.pdf,41.2
2210,ID1000120702,PT Solusi Tunas Pratama Tbk,1,2006.0,IDN,Y71378106,20111011.0,IDN,0BJS79-E,42.22,INDONESIA,SUPR-ID,ID1000120702,B6X19S,PT Solusi Tunas Pratama Tbk,1.0,SUPR-ID,1,SHARE,B6X19S2,F,PT Solusi Tunas Pratama Tbk1.pdf,42.2
2211,FDS0M281,PT PP (Persero) Tbk,1,1953.0,IDN,FDS0M2818,,IDN,07BQNN-E,41.1,@NA,@NA,@NA,B6277R,PT PP (Persero) Tbk,1.0,@NA,0,SHARE,@NA,F,PT PP (Persero) Tbk2.pdf,41.1
2212,ID1000109002,PT Bekasi Asri Pemula Tbk,1,1993.0,IDN,Y711AE103,20080114.0,IDN,0748GN-E,41.2,INDONESIA,BAPA-ID,ID1000109002,B2NDX0,PT Bekasi Asri Pemula Tbk,1.0,BAPA-ID,1,SHARE,B2NDX00,F,PT Bekasi Asri Pemula Tbk1.pdf,41.2
2213,KYG9844G1082,Yield Go Holdings Ltd.,1,,HKG,G9844G108,20181231.0,HKG,0JMMQ5-E,41.2,HONG KONG,1796-HK,KYG9844G1082,BH3CLG,Yield Go Holdings Ltd.,1.0,1796-HK,1,SHARE,BH3CLG4,F,Yield Go Holdings Ltd.1.pdf,41.2
2214,INE00SW01015,BCPL Railway Infrastructure Ltd.,1,1995.0,IND,Y07796108,20181029.0,IND,0JW8PB-E,42.99,BSE INDIA,@NA,INE00SW01015,BGGK5G,BCPL Railway Infrastructure Ltd.,1.0,542057-IN,1,SHARE,BGGK5G6,F,BCPL Railway Infrastructure Ltd.1.pdf,42.9
2215,IE00BD6JX574,Glenveagh Properties Plc,1,2003.0,IRL,G39155109,20171010.0,IRL,0HFV9H-E,41.2,LONDON,@NA,IE00BD6JX574,BD6JX5,Glenveagh Properties Plc,1.0,GLV-GB,0,SHARE,BF0GTX8,F,Glenveagh Properties Plc1.pdf,41.2
2216,VN000000RCC0,Railway Construction Corporation Joint Stock Co,0,1973.0,VNM,Y71695103,,VNM,@NA,42.13,HANOI,@NA,VN000000RCC0,BDDWF1,Railway Construction Corporation Joint Stock Co,1.0,RCC-VN,0,SHARE,BDDWF19,F,Railway Construction Corporation Joint Stock Co1.pdf,42.1
2219,TW0005521009,Kung Sing Engineering Corporation,1,1941.0,TWN,Y5052X106,19991124.0,TWN,062B54-E,42.11,TAIWAN,5521-TW,TW0005521009,619823,Kung Sing Engineering Corporation,1.0,5521-TW,1,SHARE,6198233,F,Kung Sing Engineering Corporation1.pdf,42.1
2220,JP3802210009,First-corporation Inc.,1,2011.0,JPN,J13484100,20150324.0,JPN,0FC120-E,41.2,TOKYO,1430-JP,JP3802210009,BW9C4V,First-corporation Inc.,1.0,1430-JP,1,SHARE,BW9C4V9,F,First-corporation Inc.1.pdf,41.2
2221,INE700V01013,Shashijit Infraprojects Ltd.,0,1991.0,IND,Y770GN103,20161017.0,IND,@NA,41.2,BSE INDIA,@NA,INE700V01013,BDQZG4,Shashijit Infraprojects Ltd.,1.0,540147-IN,0,SHARE,BDQZG45,F,Shashijit Infraprojects Ltd.1.pdf,41.2
2222,VN000000CTX2,Vietnam Investment Construction & Trading JSC,1,1982.0,VNM,FDSEE2478,20120524.0,VNM,@NA,42.99,HANOI,@NA,VN000000CTX2,B79P6G,Vietnam Investment Construction & Trading JSC,1.0,CTX-VN,1,SHARE,B79P6G2,F,Vietnam Investment Construction & Trading JSC1.pdf,42.9
2223,ZAE000209532,Balwin Properties Ltd.,1,1996.0,ZAF,S0R95L100,20151015.0,ZAF,0FTQZN-E,41.1,JSE,@NA,ZAE000209532,BYYN3C,Balwin Properties Ltd.,1.0,BWN-ZA,1,SHARE,BYYN3C5,F,Balwin Properties Ltd.1.pdf,41.1
2224,TH0530010Z06,CH. Karnchang Public Co. Ltd.,1,1972.0,THA,Y15663134,19950807.0,THA,05J9F0-E,41.2,THAILAND,CK-TH,TH0530010Z06,671365,CH. Karnchang Public Co. Ltd.,1.0,CK-TH,1,SHARE,6713658,F,CH. Karnchang Public Co. Ltd.1.pdf,41.2
2226,MYQ0237OO006,Haily Group Bhd.,1,2020.0,MYS,Y2973V103,20210721.0,MYS,@NA,41.2,MALAYSIA,0237-MY,MYQ0237OO006,BND89T,Haily Group Bhd.,1.0,0237-MY,1,SHARE,BND89T3,F,Haily Group Bhd.1.pdf,41.2
2229,VN000000DC23,Development Investment Construction No. 2 JSC,1,2004.0,VNM,Y2055Z105,20100702.0,VNM,@NA,42.99,HANOI,@NA,VN000000DC23,B3Y2BS,Development Investment Construction No. 2 JSC,1.0,DC2-VN,1,SHARE,B3Y2BS7,F,Development Investment Construction No. 2 JSC1.pdf,42.9
2230,US23331A1097,"D.R. Horton, Inc.",1,1978.0,USA,23331A109,20180129.0,USA,000LS9-E,41.2,LONDON,@NA,US23331A1097,23331A10,"D.R. Horton, Inc.",1.0,0I6K-GB,0,SHARE,BYZHJQ2,F,"D.R. Horton, Inc.1.pdf",41.2
2231,ID1000129307,PT Jaya Konstruksi Manggala Pratama Tbk,1,1982.0,IDN,Y7124Z127,20071204.0,IDN,070RN7-E,42.11,INDONESIA,JKON-ID,ID1000129307,BDFLYY,PT Jaya Konstruksi Manggala Pratama Tbk,1.0,JKON-ID,1,SHARE,BDFLYY0,F,PT Jaya Konstruksi Manggala Pratama Tbk1.pdf,42.1
2233,KYG7569L1041,Rimbaco Group Global Limited,1,1985.0,HKG,G7569L104,20220616.0,MYS,0LFPTR-E,41.1,US OTC,@NA,KYG7569L1041,BMD3GC,Rimbaco Group Global Limited,1.0,RBGGF-US,0,SHARE,BN2C1Q7,F,Rimbaco Group Global Limited2.pdf,41.1
2234,KYG406451065,Grand Ming Group Holdings Ltd.,1,1995.0,HKG,G40645106,20130809.0,HKG,0D8DMB-E,41.1,HONG KONG,1271-HK,KYG406451065,BCT4ZH,Grand Ming Group Holdings Ltd.,1.0,1271-HK,1,SHARE,BCT4ZH8,F,Grand Ming Group Holdings Ltd.2.pdf,41.1
2236,US29278K1097,New Technology Acquisition Holdings,1,1986.0,USA,29278K109,19901218.0,USA,002N6V-E,42.22,US OTC,@NA,US29278K1097,29278K10,New Technology Acquisition Holdings,1.0,NTAC-US,1,SHARE,BF2BG29,F,New Technology Acquisition Holdings1.pdf,42.2
2239,TW0002597002,Ruentex Engineering & Construction Co. Ltd.,1,1975.0,TWN,Y7354Q110,20071218.0,TWN,071JGC-E,41.1,TAIWAN,2597-TW,TW0002597002,B29WJR,Ruentex Engineering & Construction Co. Ltd.,1.0,2597-TW,1,SHARE,B29WJR0,F,Ruentex Engineering & Construction Co. Ltd.3.pdf,41.1
2240,SG2D87975520,TA Corporation Ltd.,1,1972.0,SGP,Y8344N100,20111121.0,SGP,0C5GYC-E,41.1,SINGAPORE,PA3-SG,SG2D87975520,B63PXV,TA Corporation Ltd.,1.0,PA3-SG,1,SHARE,B63PXV5,F,TA Corporation Ltd.1.pdf,41.1
2241,SG1B06007705,Koh Brothers Group Limited,1,1966.0,SGP,Y4818D108,19941212.0,SGP,05JCCG-E,42.13,SINGAPORE,K75-SG,SG1B06007705,649487,Koh Brothers Group Limited,1.0,K75-SG,1,SHARE,6494878,F,Koh Brothers Group Limited1.pdf,42.1
2242,INE0N0Y01013,Udayshivakumar Infra Ltd.,1,2002.0,IND,Y903BL109,20230403.0,IND,@NA,42.11,BSE INDIA,@NA,INE0N0Y01013,BMV9RG,Udayshivakumar Infra Ltd.,1.0,543861-IN,1,SHARE,BMV9RG4,F,Udayshivakumar Infra Ltd.1.pdf,42.1
2243,MYL8052OO002,Central Global Bhd,1,1972.0,MYS,Y1627K109,19901005.0,MYS,@NA,41.2,MALAYSIA,8052-MY,MYL8052OO002,618391,Central Global Bhd,1.0,8052-MY,1,SHARE,6183916,F,Central Global Bhd3.pdf,41.2
2244,IL0011415309,Brenmiller Energy Ltd,1,2012.0,ISR,M2R43K115,20170810.0,ISR,@NA,42.99,TEL AVIV,@NA,IL0011415309,BF4RV7,Brenmiller Energy Ltd,1.0,BNRG-IL,1,SHARE,BF4RV75,F,Brenmiller Energy Ltd1.pdf,42.9
2245,GB00B76BK617,J Smart & Co (Contractors) PLC,1,1947.0,GBR,G82111116,19850102.0,GBR,05J61N-E,41.2,LONDON,SMJ-GB,GB00B76BK617,B76BK6,J Smart & Co (Contractors) PLC,1.0,SMJ-GB,1,SHARE,B76BK61,F,J Smart & Co (Contractors) PLC1.pdf,41.2
2246,MYQ0273OO001,Vestland Bhd,1,2011.0,MYS,Y936L6101,20230131.0,MYS,@NA,41.1,MALAYSIA,0273-MY,MYQ0273OO001,BMF85K,Vestland Bhd,1.0,0273-MY,1,SHARE,BMF85K7,F,Vestland Bhd1.pdf,41.1
2247,INE891N01017,Anubhav Infrastructure Ltd,0,2006.0,IND,Y0161W107,20141212.0,IND,@NA,42.99,BSE INDIA,@NA,INE891N01017,BSVL6S,Anubhav Infrastructure Ltd.,1.0,538833-IN,0,SHARE,BSVL6S7,F,Anubhav Infrastructure Ltd.1.pdf,42.9
2248,NO0010612450,Selvaag Bolig ASA,1,2008.0,NOR,R7800E107,20121130.0,NOR,0922DC-E,41.2,LONDON,@NA,NO0010612450,B4V6DD,Selvaag Bolig ASA,1.0,0Q92-GB,0,SHARE,B88D9W1,F,Selvaag Bolig ASA1.pdf,41.2
2249,TW0002545001,Huang Hsiang Construction Corporation,1,1991.0,TWN,Y3744Z100,19991007.0,TWN,062967-E,41.2,TAIWAN,2545-TW,TW0002545001,615603,Huang Hsiang Construction Corporation,1.0,2545-TW,1,SHARE,6156037,F,Huang Hsiang Construction Corporation3.pdf,41.2
2251,GB00BG11K365,Redrow plc,1,1993.0,GBR,G7455X147,19940603.0,GBR,05HYZV-E,41.2,LONDON,RDW-GB,GB00BG11K365,BG11K3,Redrow plc,1.0,RDW-GB,1,SHARE,BG11K36,F,Redrow plc1.pdf,41.2
2552,INE793A01012,Accelya Solutions India Ltd.,1,1976.0,IND,Y4522P108,19991230.0,IND,05LFK8-E,58.29,BSE INDIA,532268-IN,INE793A01012,629299,Accelya Solutions India Ltd.,1.0,532268-IN,1,SHARE,6292997,J,Accelya Solutions India Ltd.1.pdf,58.2
2554,AU000000RKN9,Reckon Limited,1,1987.0,AUS,Q80501101,20220622.0,AUS,05JM7K-E,58.29,US OTC,@NA,AU000000RKN9,616502,Reckon Limited,1.0,RKNLF-US,0,SHARE,B05KRW5,J,Reckon Limited1.pdf,58.2
2557,NL0013332471,TomTom NV,1,2005.0,NLD,N87695123,20090923.0,NLD,0079K9-E,58.29,LONDON,@NA,NL0013332471,BFY1TC,TomTom NV,1.0,0MKS-GB,0,SHARE,BKF19S8,J,TomTom NV1.pdf,58.2
2558,KYG0512W1033,Archosaur Games Inc.,1,1997.0,HKG,G0512W103,20220321.0,CHN,0M6FR1-E,58.29,HONG KONG CONNECT - SHENZHEN,@NA,KYG0512W1033,BMQ69B,Archosaur Games Inc.,1.0,@NA,0,SHARE,BMGPZB8,J,Archosaur Games Inc.1.pdf,58.2
2559,ES0178430E18,Telefonica SA,1,1924.0,ESP,879382109,19850627.0,ESP,05DZGP-E,61.2,LONDON,@NA,ES0178430E18,573252,Telefonica SA,1.0,0TDE-GB,0,SHARE,0798394,J,Telefonica SA2.pdf,61.2
2564,US74275K1088,Procore Technologies Inc,1,2002.0,USA,74275K108,20210520.0,USA,074LCP-E,58.29,NYSE,PCOR-US,US74275K1088,74275K10,Procore Technologies Inc,1.0,PCOR-US,1,SHARE,BLH11J8,J,Procore Technologies Inc2.pdf,58.2
